time,ego_speed,lead_speed,distance
98.5,30.0,30.75,98.42
98.6,30.0,30.7,98.5
98.7,30.0,30.65,98.57
98.8,30.0,30.6,98.63
98.9,30.0,30.55,98.69
99.0,30.0,30.5,98.75
99.1,30.0,30.45,98.8
99.2,30.0,30.4,98.84
99.3,30.0,30.35,98.88
99.4,30.0,30.3,98.92
99.5,30.0,30.25,98.95
99.6,30.0,30.2,98.97
99.7,30.0,30.15,98.99
99.8,30.0,30.1,99.01
99.9,30.0,30.05,99.02
100.0,30.0,30.0,99.02
100.1,30.0,29.95,99.02
100.2,29.95,29.9,99.02
100.3,29.9,29.85,99.01
100.4,29.85,29.8,99.01
100.5,29.8,29.75,99.0
100.6,29.75,29.7,99.0
100.7,29.7,29.65,98.99
100.8,29.65,29.6,98.99
100.9,29.6,29.55,98.98
101.0,29.55,29.5,98.98
101.1,29.5,29.45,98.97
101.2,29.45,29.4,98.97
101.3,29.4,29.35,98.96
101.4,29.35,29.3,98.96
101.5,29.3,29.25,98.95
101.6,29.25,29.2,98.95
101.7,29.2,29.15,98.94
101.8,29.15,29.1,98.94
101.9,29.1,29.05,98.93
102.0,29.05,29.0,98.93
102.1,29.0,28.95,98.92
102.2,28.95,28.9,98.92
102.3,28.9,28.85,98.91
102.4,28.85,28.8,98.91
102.5,28.8,28.75,98.9
102.6,28.75,28.7,98.9
102.7,28.7,28.65,98.89
102.8,28.65,28.6,98.89
102.9,28.6,28.55,98.88
103.0,28.55,28.5,98.88
103.1,28.5,28.45,98.87
103.2,28.45,28.4,98.87
103.3,28.4,28.35,98.86
103.4,28.35,28.3,98.86
103.5,28.3,28.25,98.85
103.6,28.25,28.2,98.85
103.7,28.2,28.15,98.84
103.8,28.15,28.1,98.84
103.9,28.1,28.05,98.83
104.0,28.05,28.0,98.83
104.1,28.0,27.95,98.82
104.2,27.95,27.9,98.82
104.3,27.9,27.85,98.81
104.4,27.85,27.8,98.81
104.5,27.8,27.75,98.8
104.6,27.75,27.7,98.8
104.7,27.7,27.65,98.79
104.8,27.65,27.6,98.79
104.9,27.6,27.55,98.78
105.0,27.55,27.5,98.78
105.1,27.5,27.45,98.77
105.2,27.45,27.4,98.77
105.3,27.4,27.35,98.76
105.4,27.35,27.3,98.76
105.5,27.3,27.25,98.75
105.6,27.25,27.2,98.75
105.7,27.2,27.15,98.74
105.8,27.15,27.1,98.74
105.9,27.1,27.05,98.73
106.0,27.05,27.0,98.73
106.1,27.0,26.95,98.72
106.2,26.95,26.9,98.72
106.3,26.9,26.85,98.71
106.4,26.85,26.8,98.71
106.5,26.8,26.75,98.7
106.6,26.75,26.7,98.7
106.7,26.7,26.65,98.69
106.8,26.65,26.6,98.69
106.9,26.6,26.55,98.68
107.0,26.55,26.5,98.68
107.1,26.5,26.45,98.67
107.2,26.45,26.4,98.67
107.3,26.4,26.35,98.66
107.4,26.35,26.3,98.66
107.5,26.3,26.25,98.65
107.6,26.25,26.2,98.65
107.7,26.2,26.15,98.64
107.8,26.15,26.1,98.64
107.9,26.1,26.05,98.63
108.0,26.05,26.0,98.63
108.1,26.0,25.95,98.62
108.2,25.95,25.9,98.62
108.3,25.9,25.85,98.61
108.4,25.85,25.8,98.61
108.5,25.8,25.75,98.6
108.6,25.75,25.7,98.6
108.7,25.7,25.65,98.59
108.8,25.65,25.6,98.59
108.9,25.6,25.55,98.58
109.0,25.55,25.5,98.58
109.1,25.5,25.45,98.57
109.2,25.45,25.4,98.57
109.3,25.4,25.35,98.56
109.4,25.35,25.3,98.56
109.5,25.3,25.25,98.55
109.6,25.25,25.2,98.55
109.7,25.2,25.15,98.54
109.8,25.15,25.1,98.54
109.9,25.1,25.05,98.53
110.0,25.05,25.0,98.53
110.1,25.0,24.95,98.52
110.2,24.95,24.9,98.52
110.3,24.9,24.85,98.51
110.4,24.85,24.8,98.51
110.5,24.8,24.75,98.5
110.6,24.75,24.7,98.5
110.7,24.7,24.65,98.49
110.8,24.65,24.6,98.49
110.9,24.6,24.55,98.48
111.0,24.55,24.5,98.48
111.1,24.5,24.45,98.47
111.2,24.45,24.4,98.47
111.3,24.4,24.35,98.46
111.4,24.35,24.3,98.46
111.5,24.3,24.25,98.45
111.6,24.25,24.2,98.45
111.7,24.2,24.15,98.44
111.8,24.15,24.1,98.44
111.9,24.1,24.05,98.43
112.0,24.05,24.0,98.43
112.1,24.0,23.95,98.42
112.2,23.95,23.9,98.42
112.3,23.9,23.85,98.41
112.4,23.85,23.8,98.41
112.5,23.8,23.75,98.4
112.6,23.75,23.7,98.4
112.7,23.7,23.65,98.39
112.8,23.65,23.6,98.39
112.9,23.6,23.55,98.38
113.0,23.55,23.5,98.38
113.1,23.5,23.45,98.37
113.2,23.45,23.4,98.37
113.3,23.4,23.35,98.36
113.4,23.35,23.3,98.36
113.5,23.3,23.25,98.35
113.6,23.25,23.2,98.35
113.7,23.2,23.15,98.34
113.8,23.15,23.1,98.34
113.9,23.1,23.05,98.33
114.0,23.05,23.0,98.33
114.1,23.0,22.95,98.32
114.2,22.95,22.9,98.32
114.3,22.9,22.85,98.31
114.4,22.85,22.8,98.31
114.5,22.8,22.75,98.3
114.6,22.75,22.7,98.3
114.7,22.7,22.65,98.29
114.8,22.65,22.6,98.29
114.9,22.6,22.55,98.28
115.0,22.55,22.5,98.28
115.1,22.5,22.45,98.27
115.2,22.45,22.4,98.27
115.3,22.4,22.35,98.26
115.4,22.35,22.3,98.26
115.5,22.3,22.25,98.25
115.6,22.25,22.2,98.25
115.7,22.2,22.15,98.24
115.8,22.15,22.1,98.24
115.9,22.1,22.05,98.23
116.0,22.05,22.0,98.23
116.1,22.0,21.95,98.22
116.2,21.95,21.9,98.22
116.3,21.9,21.85,98.21
116.4,21.85,21.8,98.21
116.5,21.8,21.75,98.2
116.6,21.75,21.7,98.2
116.7,21.7,21.65,98.19
116.8,21.65,21.6,98.19
116.9,21.6,21.55,98.18
117.0,21.55,21.5,98.18
117.1,21.5,21.45,98.17
117.2,21.45,21.4,98.17
117.3,21.4,21.35,98.16
117.4,21.35,21.3,98.16
117.5,21.3,21.25,98.15
117.6,21.25,21.2,98.15
117.7,21.2,21.15,98.14
117.8,21.15,21.1,98.14
117.9,21.1,21.05,98.13
118.0,21.05,21.0,98.13
118.1,21.0,20.95,98.12
118.2,20.95,20.9,98.12
118.3,20.9,20.85,98.11
118.4,20.85,20.8,98.11
118.5,20.8,20.75,98.1
118.6,20.75,20.7,98.1
118.7,20.7,20.65,98.09
118.8,20.65,20.6,98.09
118.9,20.6,20.55,98.08
119.0,20.55,20.5,98.08
119.1,20.5,20.45,98.07
119.2,20.45,20.4,98.07
119.3,20.4,20.35,98.06
119.4,20.35,20.3,98.06
119.5,20.3,20.25,98.05
119.6,20.25,20.2,98.05
119.7,20.2,20.15,98.04
119.8,20.15,20.1,98.04
119.9,20.1,20.05,98.03
120.0,20.0,5.0,25.0
120.1,19.5,4.5,23.5
120.2,19.0,4.0,22.0
120.3,18.5,3.5,20.5
120.4,18.0,3.0,19.0
120.5,17.5,2.5,17.5
120.6,17.0,2.0,16.0
120.7,16.5,1.5,14.5
120.8,16.0,1.0,13.0
120.9,15.5,0.5,11.5
121.0,15.0,0.0,10.0
121.1,14.5,0.0,8.5
121.2,14.0,0.0,7.0
121.3,13.5,0.0,5.5
121.4,13.0,0.0,4.2
121.5,12.5,0.5,3.0
121.6,12.0,1.0,2.0
121.7,11.5,2.0,2.0
121.8,11.0,3.0,2.5
121.9,10.5,4.0,3.2
122.0,10.0,5.0,4.0
122.1,10.0,6.0,5.0
122.2,10.5,7.0,6.0
122.3,11.0,8.0,7.2
122.4,11.5,9.0,8.5
122.5,12.0,10.0,10.0
122.6,12.5,11.0,11.5
122.7,13.0,12.0,13.0
122.8,13.5,12.5,14.5
122.9,14.0,13.0,16.0
123.0,14.5,13.5,17.5
123.1,15.0,14.0,19.0
123.2,15.5,14.5,20.5
123.3,16.0,15.0,22.0
123.4,16.5,15.5,23.5
123.5,17.0,16.0,25.0
123.6,17.5,16.5,26.5
123.7,18.0,17.0,28.0
123.8,18.5,17.5,29.5
123.9,19.0,18.0,31.0
124.0,19.5,18.5,32.5
124.1,20.0,19.0,34.0
124.2,20.5,19.5,35.5
124.3,21.0,20.0,37.0
124.4,21.5,20.5,38.5
124.5,22.0,21.0,40.0
124.6,22.5,21.5,41.5
124.7,23.0,22.0,43.0
124.8,23.5,22.5,44.5
124.9,24.0,23.0,46.0
125.0,24.5,23.5,47.5
125.1,25.0,24.0,49.0
125.2,25.5,24.5,50.5
125.3,26.0,25.0,52.0
125.4,26.5,25.5,53.5
125.5,27.0,26.0,55.0
125.6,27.5,26.5,56.5
125.7,28.0,27.0,58.0
125.8,28.5,27.5,59.5
125.9,29.0,28.0,61.0
126.0,29.5,28.5,62.5
126.1,30.0,29.0,64.0
126.2,30.0,29.5,65.5
126.3,30.0,30.0,67.0
126.4,30.0,30.0,68.5
126.5,30.0,30.0,70.0
126.6,30.0,30.0,72.0
126.7,30.0,30.0,74.0
126.8,30.0,30.0,76.0
126.9,30.0,30.0,78.0
127.0,30.0,30.0,80.0
127.1,30.0,30.0,82.0
127.2,30.0,30.0,84.0
127.3,30.0,30.0,86.0
127.4,30.0,30.0,88.0
127.5,30.0,30.0,90.0
127.6,30.0,30.0,92.0
127.7,30.0,30.0,94.0
127.8,30.0,30.0,96.0
127.9,30.0,30.0,98.0
128.0,30.0,30.0,100.0
128.1,30.0,30.0,102.0
128.2,30.0,30.0,104.0
128.3,30.0,30.0,106.0
128.4,30.0,30.0,108.0
128.5,30.0,30.0,110.0
128.6,30.0,30.0,112.0
128.7,30.0,30.0,114.0
128.8,30.0,30.0,116.0
128.9,30.0,30.0,118.0
129.0,30.0,30.0,120.0
129.1,30.0,30.0,122.0
129.2,30.0,30.0,124.0
129.3,30.0,30.0,126.0
129.4,30.0,30.0,128.0
129.5,30.0,30.0,130.0
129.6,30.0,30.0,132.0
129.7,30.0,30.0,134.0
129.8,30.0,30.0,136.0
129.9,30.0,30.0,138.0
130.0,30.0,,
130.1,30.0,,
130.2,30.0,,
130.3,30.0,,
130.4,8.6,,
130.5,8.75,,
130.6,8.9,,
130.7,9.05,,
130.8,9.2,,
130.9,9.35,,
131.0,9.5,,
131.1,9.65,,
131.2,9.8,,
131.3,9.95,,
131.4,10.1,,
131.5,10.25,,
131.6,10.4,,
131.7,10.55,,
131.8,10.7,,
131.9,10.85,,
132.0,11.0,,
132.1,11.15,,
132.2,11.3,,
132.3,11.45,,
132.4,11.6,,
132.5,11.75,,
132.6,11.9,,
132.7,12.05,,
132.8,12.2,,
132.9,12.35,,
133.0,12.5,,
133.1,12.65,,
133.2,12.8,,
133.3,12.95,,
133.4,13.1,,
133.5,13.25,,
133.6,13.4,,
133.7,13.55,,
133.8,13.7,,
133.9,13.85,,
134.0,14.0,,
134.1,14.15,,
134.2,14.3,,
134.3,14.45,,
134.4,14.6,,
134.5,14.75,,
134.6,14.9,,
134.7,15.05,,
134.8,15.2,,
134.9,15.35,,
135.0,15.5,,
135.1,15.65,,
135.2,15.8,,
135.3,15.95,,
135.4,16.1,,
135.5,16.25,,
135.6,16.4,,
135.7,16.55,,
135.8,16.7,,
135.9,16.85,,
136.0,17.0,,
136.1,17.15,,
136.2,17.3,,
136.3,17.45,,
136.4,17.6,,
136.5,17.75,,
136.6,17.9,,
136.7,18.05,,
136.8,18.2,,
136.9,18.35,,
137.0,18.5,,
137.1,18.65,,
137.2,18.8,,
137.3,18.95,,
137.4,19.1,,
137.5,19.25,,
137.6,19.4,,
137.7,19.55,,
137.8,19.7,,
137.9,19.85,,
138.0,20.0,,
138.1,20.15,,
138.2,20.3,,
138.3,20.45,,
138.4,20.6,,
138.5,20.75,,
138.6,20.9,,
138.7,21.05,,
138.8,21.2,,
138.9,21.35,,
139.0,21.5,,
139.1,21.65,,
139.2,21.8,,
139.3,21.95,,
139.4,22.1,,
139.5,22.25,,
139.6,22.4,,
139.7,22.55,,
139.8,22.7,,
139.9,22.85,,
140.0,23.0,,
140.1,23.15,,
140.2,23.3,,
140.3,23.45,,
140.4,23.6,,
140.5,23.75,,
140.6,23.9,,
140.7,24.05,,
140.8,24.2,,
140.9,24.35,,
141.0,24.5,,
141.1,24.65,,
141.2,24.8,,
141.3,24.95,,
141.4,25.1,,
141.5,25.25,,
141.6,25.4,,
141.7,25.55,,
141.8,25.7,,
141.9,25.85,,
142.0,26.0,,
142.1,26.15,,
142.2,26.3,,
142.3,26.45,,
142.4,26.6,,
142.5,26.75,,
142.6,26.9,,
142.7,27.05,,
142.8,27.2,,
142.9,27.35,,
143.0,27.5,,
143.1,27.65,,
143.2,27.8,,
143.3,27.95,,
143.4,28.1,,
143.5,28.25,,
143.6,28.4,,
143.7,28.55,,
143.8,28.7,,
143.9,28.85,,
144.0,29.0,,
144.1,29.15,,
144.2,29.3,,
144.3,29.45,,
144.4,29.6,,
144.5,29.75,,
144.6,29.9,,
144.7,30.0,,
144.8,30.0,,
144.9,30.0,,
145.0,30.0,,
145.1,30.0,,
145.2,30.0,,
145.3,30.0,,
145.4,30.0,,
145.5,30.0,,
145.6,30.0,,
145.7,30.0,,
145.8,30.0,,
145.9,30.0,,
146.0,30.0,,
146.1,30.0,,
146.2,30.0,,
146.3,30.0,,
146.4,30.0,,
146.5,30.0,,
146.6,30.0,,
146.7,30.0,,
146.8,30.0,,
146.9,30.0,,
147.0,30.0,,
147.1,30.0,,
147.2,30.0,,
147.3,30.0,,
147.4,30.0,,
147.5,30.0,,
147.6,30.0,,
147.7,30.0,,
147.8,30.0,,
147.9,30.0,,
148.0,30.0,,
148.1,30.0,,
148.2,30.0,,
148.3,30.0,,
148.4,30.0,,
148.5,30.0,,
148.6,30.0,,
148.7,30.0,,
148.8,30.0,,
148.9,30.0,,
149.0,30.0,,
149.1,30.0,,
149.2,30.0,,
149.3,30.0,,
149.4,30.0,,
149.5,30.0,,
149.6,30.0,,
149.7,30.0,,
149.8,30.0,,
149.9,30.0,,
150.0,30.0,,
